SDR Valuations,,,,,
,,,,,
Report date,Currency Unit,Currency amount under Rule O-1,Exchange rate,U.S. Dollar equivalent,Percent change in exchange rate against U.S. dollar from previous calculation
01-Apr-81,French franc,0.74,4.9507,0.149474,0.178
01-Apr-81,Japanese yen,34,211.65,0.160643,-0.307
01-Apr-81,U.K. pound,0.071,2.2416,0.159154,-0.116
01-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.22858,
,,,     U.S.$1.00 = SDR,0.813948,
,,,       SDR1 = US$,1.22858,0.005
,,,,,
02-Apr-81,Deutsche mark,0.46,2.0959,0.219476,0.076
02-Apr-81,French franc,0.74,4.948,0.149555,0.055
02-Apr-81,Japanese yen,34,212.6,0.159925,-0.447
02-Apr-81,U.K. pound,0.071,2.2367,0.158806,-0.219
02-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.227762,
,,,     U.S.$1.00 = SDR,0.81449,
,,,       SDR1 = US$,1.22776,-0.067
,,,,,
03-Apr-81,Deutsche mark,0.46,2.1275,0.216216,-1.485
03-Apr-81,French franc,0.74,5.0212,0.147375,-1.458
03-Apr-81,Japanese yen,34,213.35,0.159363,-0.352
03-Apr-81,U.K. pound,0.071,2.2105,0.156946,-1.171
03-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.2199,
,,,     U.S.$1.00 = SDR,0.819739,
,,,       SDR1 = US$,1.2199,-0.64
,,,,,
06-Apr-81,Deutsche mark,0.46,2.1471,0.214242,-0.913
06-Apr-81,French franc,0.74,5.055,0.14639,-0.669
06-Apr-81,Japanese yen,34,214.47,0.15853,-0.522
06-Apr-81,U.K. pound,0.071,2.1705,0.154106,-1.81
06-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.213268,
,,,     U.S.$1.00 = SDR,0.82422,
,,,       SDR1 = US$,1.21327,-0.543
,,,,,
07-Apr-81,Deutsche mark,0.46,2.1445,0.214502,0.121
07-Apr-81,French franc,0.74,5.059,0.146274,-0.079
07-Apr-81,Japanese yen,34,213.47,0.159273,0.468
07-Apr-81,U.K. pound,0.071,2.1785,0.154674,0.369
07-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.214723,
,,,     U.S.$1.00 = SDR,0.823233,
,,,       SDR1 = US$,1.21472,0.12
,,,,,
08-Apr-81,Deutsche mark,0.46,2.123,0.216675,1.013
08-Apr-81,French franc,0.74,5.0087,0.147743,1.004
08-Apr-81,Japanese yen,34,213.1,0.15955,0.174
08-Apr-81,U.K. pound,0.071,2.2047,0.156534,1.203
08-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.220502,
,,,     U.S.$1.00 = SDR,0.819335,
,,,       SDR1 = US$,1.2205,0.476
,,,,,
09-Apr-81,Deutsche mark,0.46,2.1385,0.215104,-0.725
09-Apr-81,French franc,0.74,5.0487,0.146572,-0.792
09-Apr-81,Japanese yen,34,213.95,0.158916,-0.397
09-Apr-81,U.K. pound,0.071,2.1925,0.155668,-0.553
09-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.21626,
,,,     U.S.$1.00 = SDR,0.822193,
,,,       SDR1 = US$,1.21626,-0.347
,,,,,
10-Apr-81,Deutsche mark,0.46,2.1468,0.214272,-0.387
10-Apr-81,French franc,0.74,5.064,0.14613,-0.302
10-Apr-81,Japanese yen,34,214.3,0.158656,-0.163
10-Apr-81,U.K. pound,0.071,2.1882,0.155362,-0.196
10-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.21442,
,,,     U.S.$1.00 = SDR,0.823438,
,,,       SDR1 = US$,1.21442,-0.151
,,,,,
13-Apr-81,Deutsche mark,0.46,2.1749,0.211504,-1.292
13-Apr-81,French franc,0.74,5.132,0.144193,-1.325
13-Apr-81,Japanese yen,34,216.8,0.156827,-1.153
13-Apr-81,U.K. pound,0.071,2.1582,0.153232,-1.371
13-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.205756,
,,,     U.S.$1.00 = SDR,0.829355,
,,,       SDR1 = US$,1.20576,-0.713
,,,,,
14-Apr-81,Deutsche mark,0.46,2.1651,0.212461,0.453
14-Apr-81,French franc,0.74,5.1077,0.144879,0.476
14-Apr-81,Japanese yen,34,216.02,0.157393,0.361
14-Apr-81,U.K. pound,0.071,2.175,0.154425,0.778
14-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.209158,
,,,     U.S.$1.00 = SDR,0.827022,
,,,       SDR1 = US$,1.20916,0.282
,,,,,
15-Apr-81,Deutsche mark,0.46,2.1735,0.21164,-0.386
15-Apr-81,French franc,0.74,5.128,0.144306,-0.396
15-Apr-81,Japanese yen,34,216.25,0.157225,-0.106
15-Apr-81,U.K. pound,0.071,2.165,0.153715,-0.46
15-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.206886,
,,,     U.S.$1.00 = SDR,0.828579,
,,,       SDR1 = US$,1.20689,-0.188
,,,,,
16-Apr-81,Deutsche mark,0.46,2.183,0.210719,-0.435
16-Apr-81,French franc,0.74,5.1565,0.143508,-0.553
16-Apr-81,Japanese yen,34,217.25,0.156502,-0.46
16-Apr-81,U.K. pound,0.071,2.156,0.153076,-0.416
16-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.203805,
,,,     U.S.$1.00 = SDR,0.830699,
,,,       SDR1 = US$,1.20381,-0.255
,,,,,
17-Apr-81,Deutsche mark,0.46,2.1898,0.210065,-0.311
17-Apr-81,French franc,0.74,5.17,0.143133,-0.261
17-Apr-81,Japanese yen,34,217.45,0.156358,-0.092
17-Apr-81,U.K. pound,0.071,2.155,0.153005,-0.046
17-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.202561,
,,,     U.S.$1.00 = SDR,0.831559,
,,,       SDR1 = US$,1.20256,-0.104
,,,,,
20-Apr-81,Deutsche mark,0.46,2.184,0.210623,0.266
20-Apr-81,French franc,0.74,5.1625,0.143341,0.145
20-Apr-81,Japanese yen,34,218.1,0.155892,-0.298
20-Apr-81,U.K. pound,0.071,2.1588,0.153275,0.176
20-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.203131,
,,,     U.S.$1.00 = SDR,0.831165,
,,,       SDR1 = US$,1.20313,0.047
,,,,,
21-Apr-81,Deutsche mark,0.46,2.1832,0.2107,0.037
21-Apr-81,French franc,0.74,5.1572,0.143489,0.103
21-Apr-81,Japanese yen,34,217.95,0.155999,0.069
21-Apr-81,U.K. pound,0.071,2.1581,0.153225,-0.032
21-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.203413,
,,,     U.S.$1.00 = SDR,0.83097,
,,,       SDR1 = US$,1.20341,0.023
,,,,,
22-Apr-81,Deutsche mark,0.46,2.175,0.211494,0.377
22-Apr-81,French franc,0.74,5.1458,0.143807,0.222
22-Apr-81,Japanese yen,34,217.52,0.156307,0.198
22-Apr-81,U.K. pound,0.071,2.1718,0.154198,0.635
22-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.205806,
,,,     U.S.$1.00 = SDR,0.829321,
,,,       SDR1 = US$,1.20581,0.199
,,,,,
23-Apr-81,Deutsche mark,0.46,2.171,0.211884,0.184
23-Apr-81,French franc,0.74,5.1407,0.143949,0.099
23-Apr-81,Japanese yen,34,215.45,0.157809,0.961
23-Apr-81,U.K. pound,0.071,2.1804,0.154808,0.396
23-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.20845,
,,,     U.S.$1.00 = SDR,0.827506,
,,,       SDR1 = US$,1.20845,0.219
,,,,,
24-Apr-81,Deutsche mark,0.46,2.1792,0.211087,-0.376
24-Apr-81,French franc,0.74,5.157,0.143494,-0.316
24-Apr-81,Japanese yen,34,215.5,0.157773,-0.023
24-Apr-81,U.K. pound,0.071,2.1678,0.153914,-0.578
24-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.206268,
,,,     U.S.$1.00 = SDR,0.829003,
,,,       SDR1 = US$,1.20627,-0.18
,,,,,
27-Apr-81,Deutsche mark,0.46,2.175,0.211494,0.193
27-Apr-81,French franc,0.74,5.1572,0.143489,-0.004
27-Apr-81,Japanese yen,34,211.85,0.160491,1.723
27-Apr-81,U.K. pound,0.071,2.1675,0.153893,-0.014
27-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.209367,
,,,     U.S.$1.00 = SDR,0.826879,
,,,       SDR1 = US$,1.20937,0.257
,,,,,
28-Apr-81,Deutsche mark,0.46,2.1853,0.210497,-0.471
28-Apr-81,French franc,0.74,5.1792,0.142879,-0.425
28-Apr-81,Japanese yen,34,213.15,0.159512,-0.61
28-Apr-81,U.K. pound,0.071,2.156,0.153076,-0.531
28-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.205964,
,,,     U.S.$1.00 = SDR,0.829212,
,,,       SDR1 = US$,1.20596,-0.282
,,,,,
29-Apr-81,Deutsche mark,0.46,2.2041,0.208702,-0.853
29-Apr-81,French franc,0.74,5.224,0.141654,-0.858
29-Apr-81,Japanese yen,34,214.5,0.158508,-0.629
29-Apr-81,U.K. pound,0.071,2.1425,0.152118,-0.626
29-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.200982,
,,,     U.S.$1.00 = SDR,0.832652,
,,,       SDR1 = US$,1.20098,-0.413
,,,,,
30-Apr-81,Deutsche mark,0.46,2.2145,0.207722,-0.47
30-Apr-81,French franc,0.74,5.254,0.140845,-0.571
30-Apr-81,Japanese yen,34,215.13,0.158044,-0.293
30-Apr-81,U.K. pound,0.071,2.1404,0.151968,-0.098
30-Apr-81,U.S. dollar,0.54,1,0.54,0
,,,,1.198579,
,,,     U.S.$1.00 = SDR,0.834321,
,,,       SDR1 = US$,1.19858,-0.2
,,,,,
01-May-81,Deutsche mark,0.46,2.215,0.207675,-0.023
01-May-81,French franc,0.74,5.2575,0.140751,-0.067
01-May-81,Japanese yen,34,216.15,0.157298,-0.472
01-May-81,U.K. pound,0.071,2.1402,0.151954,-0.009
01-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.197678,
,,,     U.S.$1.00 = SDR,0.834949,
,,,       SDR1 = US$,1.19768,-0.075
,,,,,
04-May-81,Deutsche mark,0.46,2.244,0.204991,-1.292
04-May-81,French franc,0.74,5.3555,0.138176,-1.83
04-May-81,Japanese yen,34,217.05,0.156646,-0.415
04-May-81,U.K. pound,0.071,2.118,0.150378,-1.037
04-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.190191,
,,,     U.S.$1.00 = SDR,0.840201,
,,,       SDR1 = US$,1.19019,-0.625
,,,,,
05-May-81,Deutsche mark,0.46,2.2692,0.202715,-1.111
05-May-81,French franc,0.74,5.4112,0.136753,-1.029
05-May-81,Japanese yen,34,217.9,0.156035,-0.39
05-May-81,U.K. pound,0.071,2.112,0.149952,-0.283
05-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.185455,
,,,     U.S.$1.00 = SDR,0.843558,
,,,       SDR1 = US$,1.18546,-0.397
,,,,,
06-May-81,Deutsche mark,0.46,2.2572,0.203792,0.532
06-May-81,French franc,0.74,5.3665,0.137892,0.833
06-May-81,Japanese yen,34,217,0.156682,0.415
06-May-81,U.K. pound,0.071,2.118,0.150378,0.284
06-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.188744,
,,,     U.S.$1.00 = SDR,0.841224,
,,,       SDR1 = US$,1.18874,0.277
,,,,,
07-May-81,Deutsche mark,0.46,2.2651,0.203082,-0.349
07-May-81,French franc,0.74,5.366,0.137905,0.009
07-May-81,Japanese yen,34,217.34,0.156437,-0.156
07-May-81,U.K. pound,0.071,2.1112,0.149895,-0.321
07-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.187319,
,,,     U.S.$1.00 = SDR,0.842234,
,,,       SDR1 = US$,1.18732,-0.119
,,,,,
08-May-81,Deutsche mark,0.46,2.2512,0.204335,0.617
08-May-81,French franc,0.74,5.345,0.138447,0.393
08-May-81,Japanese yen,34,217.47,0.156343,-0.06
08-May-81,U.K. pound,0.071,2.1155,0.150201,0.204
08-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.189326,
,,,     U.S.$1.00 = SDR,0.840812,
,,,       SDR1 = US$,1.18933,0.169
,,,,,
11-May-81,Deutsche mark,0.46,2.271,0.202554,-0.872
11-May-81,French franc,0.74,5.4687,0.135316,-2.262
11-May-81,Japanese yen,34,217.75,0.156142,-0.129
11-May-81,U.K. pound,0.071,2.109,0.149739,-0.307
11-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.183751,
,,,     U.S.$1.00 = SDR,0.844772,
,,,       SDR1 = US$,1.18375,-0.469
,,,,,
12-May-81,Deutsche mark,0.46,2.2867,0.201163,-0.687
12-May-81,French franc,0.74,5.5087,0.134333,-0.726
12-May-81,Japanese yen,34,218.67,0.155485,-0.421
12-May-81,U.K. pound,0.071,2.0943,0.148695,-0.697
12-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.179676,
,,,     U.S.$1.00 = SDR,0.84769,
,,,       SDR1 = US$,1.17968,-0.344
,,,,,
13-May-81,Deutsche mark,0.46,2.2863,0.201198,0.017
13-May-81,French franc,0.74,5.5087,0.134333,0
13-May-81,Japanese yen,34,219.32,0.155025,-0.296
13-May-81,U.K. pound,0.071,2.0925,0.148568,-0.086
13-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.179124,
,,,     U.S.$1.00 = SDR,0.848087,
,,,       SDR1 = US$,1.17912,-0.047
,,,,,
14-May-81,Deutsche mark,0.46,2.3065,0.199436,-0.876
14-May-81,French franc,0.74,5.5537,0.133245,-0.81
14-May-81,Japanese yen,34,223.12,0.152384,-1.703
14-May-81,U.K. pound,0.071,2.0678,0.146814,-1.18
14-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.171879,
,,,     U.S.$1.00 = SDR,0.85333,
,,,       SDR1 = US$,1.17188,-0.614
,,,,,
15-May-81,Deutsche mark,0.46,2.294,0.200523,0.545
15-May-81,French franc,0.74,5.5245,0.133949,0.529
15-May-81,Japanese yen,34,222.55,0.152775,0.256
15-May-81,U.K. pound,0.071,2.0775,0.147503,0.469
15-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.17475,
,,,     U.S.$1.00 = SDR,0.851245,
,,,       SDR1 = US$,1.17475,0.245
,,,,,
18-May-81,Deutsche mark,0.46,2.2903,0.200847,0.162
18-May-81,French franc,0.74,5.518,0.134107,0.118
18-May-81,Japanese yen,34,221.25,0.153672,0.588
18-May-81,U.K. pound,0.071,2.0944,0.148702,0.813
18-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.177328,
,,,     U.S.$1.00 = SDR,0.849381,
,,,       SDR1 = US$,1.17733,0.22
,,,,,
19-May-81,Deutsche mark,0.46,2.293,0.200611,-0.118
19-May-81,French franc,0.74,5.5262,0.133908,-0.148
19-May-81,Japanese yen,34,220.02,0.154531,0.559
19-May-81,U.K. pound,0.071,2.0921,0.148539,-0.11
19-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.177589,
,,,     U.S.$1.00 = SDR,0.849193,
,,,       SDR1 = US$,1.17759,0.022
,,,,,
20-May-81,Deutsche mark,0.46,2.2895,0.200917,0.153
20-May-81,French franc,0.74,5.5162,0.13415,0.181
20-May-81,Japanese yen,34,220.12,0.154461,-0.045
20-May-81,U.K. pound,0.071,2.09,0.14839,-0.1
20-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.177918,
,,,     U.S.$1.00 = SDR,0.848956,
,,,       SDR1 = US$,1.17792,0.028
,,,,,
21-May-81,Deutsche mark,0.46,2.301,0.199913,-0.5
21-May-81,French franc,0.74,5.545,0.133454,-0.519
21-May-81,Japanese yen,34,222.05,0.153119,-0.869
21-May-81,U.K. pound,0.071,2.0795,0.147645,-0.502
21-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.174131,
,,,     U.S.$1.00 = SDR,0.851694,
,,,       SDR1 = US$,1.17413,-0.322
,,,,,
22-May-81,Deutsche mark,0.46,2.3123,0.198936,-0.489
22-May-81,French franc,0.74,5.5625,0.133034,-0.315
22-May-81,Japanese yen,34,222.45,0.152843,-0.18
22-May-81,U.K. pound,0.071,2.068,0.146828,-0.553
22-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.171641,
,,,     U.S.$1.00 = SDR,0.853504,
,,,       SDR1 = US$,1.17164,-0.212
,,,,,
26-May-81,Deutsche mark,0.46,2.3299,0.197433,-0.755
26-May-81,French franc,0.74,5.5795,0.132628,-0.305
26-May-81,Japanese yen,34,223.77,0.151942,-0.59
26-May-81,U.K. pound,0.071,2.0694,0.146927,0.068
26-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.16893,
,,,     U.S.$1.00 = SDR,0.855483,
,,,       SDR1 = US$,1.16893,-0.231
,,,,,
27-May-81,Deutsche mark,0.46,2.344,0.196246,-0.602
27-May-81,French franc,0.74,5.5575,0.133153,0.396
27-May-81,Japanese yen,34,224.7,0.151313,-0.414
27-May-81,U.K. pound,0.071,2.0638,0.14653,-0.271
27-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.167242,
,,,     U.S.$1.00 = SDR,0.85672,
,,,       SDR1 = US$,1.16724,-0.145
,,,,,
28-May-81,Deutsche mark,0.46,2.3357,0.196943,0.355
28-May-81,French franc,0.74,5.5325,0.133755,0.452
28-May-81,Japanese yen,34,224.82,0.151232,-0.053
28-May-81,U.K. pound,0.071,2.0605,0.146296,-0.16
28-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.168226,
,,,     U.S.$1.00 = SDR,0.855999,
,,,       SDR1 = US$,1.16823,0.085
,,,,,
29-May-81,Deutsche mark,0.46,2.326,0.197764,0.417
29-May-81,French franc,0.74,5.5375,0.133634,-0.09
29-May-81,Japanese yen,34,223.95,0.15182,0.388
29-May-81,U.K. pound,0.071,2.0695,0.146935,0.437
29-May-81,U.S. dollar,0.54,1,0.54,0
,,,,1.170153,
,,,     U.S.$1.00 = SDR,0.854589,
,,,       SDR1 = US$,1.17015,0.164
,,,,,
01-Jun-81,Deutsche mark,0.46,2.3267,0.197705,-0.03
01-Jun-81,French franc,0.74,5.54,0.133574,-0.045
01-Jun-81,Japanese yen,34,221.57,0.15345,1.074
01-Jun-81,U.K. pound,0.071,2.0635,0.146509,-0.29
01-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.171238,
,,,     U.S.$1.00 = SDR,0.853797,
,,,       SDR1 = US$,1.17124,0.093
,,,,,
02-Jun-81,Deutsche mark,0.46,2.3632,0.194651,-1.545
02-Jun-81,French franc,0.74,5.6212,0.131644,-1.445
02-Jun-81,Japanese yen,34,224.02,0.151772,-1.094
02-Jun-81,U.K. pound,0.071,2.0407,0.14489,-1.105
02-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.162957,
,,,     U.S.$1.00 = SDR,0.859877,
,,,       SDR1 = US$,1.16296,-0.707
,,,,,
03-Jun-81,Deutsche mark,0.46,2.362,0.19475,0.051
03-Jun-81,French franc,0.74,5.6,0.132143,0.379
03-Jun-81,Japanese yen,34,223.72,0.151976,0.134
03-Jun-81,U.K. pound,0.071,2.0165,0.143172,-1.186
03-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.162041,
,,,     U.S.$1.00 = SDR,0.860555,
,,,       SDR1 = US$,1.16204,-0.079
,,,,,
04-Jun-81,Deutsche mark,0.46,2.39,0.192469,-1.172
04-Jun-81,French franc,0.74,5.6465,0.131055,-0.824
04-Jun-81,Japanese yen,34,225.67,0.150662,-0.864
04-Jun-81,U.K. pound,0.071,1.953,0.138663,-3.149
04-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.152849,
,,,     U.S.$1.00 = SDR,0.867416,
,,,       SDR1 = US$,1.15285,-0.791
,,,,,
05-Jun-81,Deutsche mark,0.46,2.4295,0.189339,-1.626
05-Jun-81,French franc,0.74,5.7425,0.128864,-1.672
05-Jun-81,Japanese yen,34,228.17,0.149012,-1.096
05-Jun-81,U.K. pound,0.071,1.9265,0.136782,-1.357
05-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.143997,
,,,     U.S.$1.00 = SDR,0.874128,
,,,       SDR1 = US$,1.144,-0.768
,,,,,
08-Jun-81,Deutsche mark,0.46,2.4217,0.189949,0.322
08-Jun-81,French franc,0.74,5.711,0.129575,0.552
08-Jun-81,Japanese yen,34,227.55,0.149418,0.272
08-Jun-81,U.K. pound,0.071,1.934,0.137314,0.389
08-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.146256,
,,,     U.S.$1.00 = SDR,0.872405,
,,,       SDR1 = US$,1.14626,0.198
,,,,,
09-Jun-81,Deutsche mark,0.46,2.38,0.193277,1.752
09-Jun-81,French franc,0.74,5.6525,0.130916,1.035
09-Jun-81,Japanese yen,34,227.17,0.149668,0.167
09-Jun-81,U.K. pound,0.071,1.953,0.138663,0.982
09-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.152524,
,,,     U.S.$1.00 = SDR,0.867661,
,,,       SDR1 = US$,1.15252,0.546
,,,,,
10-Jun-81,Deutsche mark,0.46,2.369,0.194175,0.464
10-Jun-81,French franc,0.74,5.6387,0.131236,0.245
10-Jun-81,Japanese yen,34,226.92,0.149833,0.11
10-Jun-81,U.K. pound,0.071,1.9655,0.139551,0.64
10-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.154795,
,,,     U.S.$1.00 = SDR,0.865955,
,,,       SDR1 = US$,1.1548,0.198
,,,,,
11-Jun-81,Deutsche mark,0.46,2.398,0.191827,-1.209
11-Jun-81,French franc,0.74,5.6945,0.12995,-0.98
11-Jun-81,Japanese yen,34,226.2,0.150309,0.318
11-Jun-81,U.K. pound,0.071,1.9467,0.138216,-0.956
11-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.150302,
,,,     U.S.$1.00 = SDR,0.869337,
,,,       SDR1 = US$,1.1503,-0.39
,,,,,
12-Jun-81,Deutsche mark,0.46,2.398,0.191827,0
12-Jun-81,French franc,0.74,5.703,0.129756,-0.149
12-Jun-81,Japanese yen,34,224.85,0.151212,0.6
12-Jun-81,U.K. pound,0.071,1.9505,0.138486,0.195
12-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.151281,
,,,     U.S.$1.00 = SDR,0.868598,
,,,       SDR1 = US$,1.15128,0.085
,,,,,
15-Jun-81,Deutsche mark,0.46,2.3651,0.194495,1.391
15-Jun-81,French franc,0.74,5.655,0.130858,0.849
15-Jun-81,Japanese yen,34,221.17,0.153728,1.664
15-Jun-81,U.K. pound,0.071,1.982,0.140722,1.615
15-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.159803,
,,,     U.S.$1.00 = SDR,0.862215,
,,,       SDR1 = US$,1.1598,0.74
,,,,,
16-Jun-81,Deutsche mark,0.46,2.341,0.196497,1.029
16-Jun-81,French franc,0.74,5.582,0.132569,1.308
16-Jun-81,Japanese yen,34,220.02,0.154531,0.523
16-Jun-81,U.K. pound,0.071,2.0075,0.142533,1.287
16-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.16613,
,,,     U.S.$1.00 = SDR,0.857537,
,,,       SDR1 = US$,1.16613,0.546
,,,,,
17-Jun-81,Deutsche mark,0.46,2.3415,0.196455,-0.021
17-Jun-81,French franc,0.74,5.563,0.133022,0.342
17-Jun-81,Japanese yen,34,220.52,0.154181,-0.227
17-Jun-81,U.K. pound,0.071,2.0005,0.142036,-0.349
17-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.165694,
,,,     U.S.$1.00 = SDR,0.857858,
,,,       SDR1 = US$,1.16569,-0.038
,,,,,
18-Jun-81,Deutsche mark,0.46,2.362,0.19475,-0.868
18-Jun-81,French franc,0.74,5.623,0.131602,-1.067
18-Jun-81,Japanese yen,34,221.82,0.153277,-0.586
18-Jun-81,U.K. pound,0.071,1.9833,0.140814,-0.86
18-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.160443,
,,,     U.S.$1.00 = SDR,0.86174,
,,,       SDR1 = US$,1.16044,-0.45
,,,,,
19-Jun-81,Deutsche mark,0.46,2.3865,0.192751,-1.027
19-Jun-81,French franc,0.74,5.7075,0.129654,-1.481
19-Jun-81,Japanese yen,34,223.75,0.151955,-0.863
19-Jun-81,U.K. pound,0.071,1.967,0.139657,-0.822
19-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.154017,
,,,     U.S.$1.00 = SDR,0.866538,
,,,       SDR1 = US$,1.15402,-0.553
,,,,,
22-Jun-81,Deutsche mark,0.46,2.367,0.194339,0.824
22-Jun-81,French franc,0.74,5.6685,0.130546,0.688
22-Jun-81,Japanese yen,34,222.52,0.152795,0.553
22-Jun-81,U.K. pound,0.071,1.985,0.140935,0.915
22-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.158615,
,,,     U.S.$1.00 = SDR,0.863099,
,,,       SDR1 = US$,1.15862,0.399
,,,,,
23-Jun-81,Deutsche mark,0.46,2.3533,0.19547,0.582
23-Jun-81,French franc,0.74,5.6562,0.13083,0.217
23-Jun-81,Japanese yen,34,221.92,0.153208,0.27
23-Jun-81,U.K. pound,0.071,2.0025,0.142178,0.882
23-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.161686,
,,,     U.S.$1.00 = SDR,0.860818,
,,,       SDR1 = US$,1.16169,0.265
,,,,,
24-Jun-81,Deutsche mark,0.46,2.3681,0.194249,-0.625
24-Jun-81,French franc,0.74,5.6987,0.129854,-0.746
24-Jun-81,Japanese yen,34,222.65,0.152706,-0.328
24-Jun-81,U.K. pound,0.071,1.9862,0.14102,-0.814
24-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.157829,
,,,     U.S.$1.00 = SDR,0.863685,
,,,       SDR1 = US$,1.15783,-0.332
,,,,,
25-Jun-81,Deutsche mark,0.46,2.3774,0.193489,-0.391
25-Jun-81,French franc,0.74,5.6895,0.130064,0.162
25-Jun-81,Japanese yen,34,224.85,0.151212,-0.978
25-Jun-81,U.K. pound,0.071,1.9675,0.139693,-0.941
25-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.154458,
,,,     U.S.$1.00 = SDR,0.866207,
,,,       SDR1 = US$,1.15446,-0.291
,,,,,
26-Jun-81,Deutsche mark,0.46,2.3985,0.191787,-0.88
26-Jun-81,French franc,0.74,5.7325,0.129089,-0.75
26-Jun-81,Japanese yen,34,225.35,0.150876,-0.222
26-Jun-81,U.K. pound,0.071,1.9413,0.137832,-1.332
26-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.149584,
,,,     U.S.$1.00 = SDR,0.86988,
,,,       SDR1 = US$,1.14958,-0.423
,,,,,
29-Jun-81,Deutsche mark,0.46,2.3792,0.193342,0.811
29-Jun-81,French franc,0.74,5.69,0.130053,0.747
29-Jun-81,Japanese yen,34,224.95,0.151145,0.178
29-Jun-81,U.K. pound,0.071,1.953,0.138663,0.603
29-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.153203,
,,,     U.S.$1.00 = SDR,0.86715,
,,,       SDR1 = US$,1.1532,0.315
,,,,,
30-Jun-81,Deutsche mark,0.46,2.391,0.192388,-0.494
30-Jun-81,French franc,0.74,5.7042,0.129729,-0.249
30-Jun-81,Japanese yen,34,225.85,0.150542,-0.398
30-Jun-81,U.K. pound,0.071,1.9428,0.137939,-0.522
30-Jun-81,U.S. dollar,0.54,1,0.54,0
,,,,1.150598,
,,,     U.S.$1.00 = SDR,0.869113,
,,,       SDR1 = US$,1.1506,-0.225
,,,,,
01-Jul-81,Deutsche mark,0.46,2.408,0.19103,-0.706
01-Jul-81,French franc,0.74,5.7437,0.128837,-0.688
01-Jul-81,Japanese yen,34,227.87,0.149208,-0.886
01-Jul-81,U.K. pound,0.071,1.9095,0.135575,-1.714
